category,description,nutrient_data_bank_number,alpha_carotene_mcg,beta_carotene_mcg,beta_cryptoxanthin_mcg,carbohydrate_g,cholesterol_mg,choline_mg,fiber_g,lutein_zeaxanthin_mcg,lycopene_mcg,niacin_mg,protein_g,retinol_mcg,riboflavin_mg,selenium_mcg,sugars_g,thiamin_mg,water_g,mono_fat_g,poly_fat_g,saturated_fat_g,total_fat_g,calcium_mg,copper_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,vitamin_a_mcg,vitamin_b12_mcg,vitamin_b6_mg,vitamin_c_mg,vitamin_e_mg,vitamin_k_mcg,desc_lower,calories_calc,protein_pct_cal,carb_pct_cal,fat_pct_cal,protein_per_100kcal,fiber_per_100kcal,calcium_per_100kcal,iron_per_100kcal,nutrient_density_score,nds_per_100kcal,cws,is_fortified,is_plant_based,is_infant,is_raw,nova_level,processing_level,sub_group,main_group,nds_rank,cws_rank,nds,calories,protein,carbohydrate,fat_total_lipid,fiber,sugar_total,sodium,vitamin_a_rae,vitamin_c,vitamin_k,calcium,iron,nds_score_norm,cws_score_norm,protein_pct,carb_pct,fat_pct
Sugar,"Sugar, brown",91102010,0,0,0,98.09,0,2.3,0.0,0,0,0.11,0.12,0,0.0,1.2,97.02,0.0,1.34,0.0,0.0,0.0,0.0,83,0.047,0.71,9,4,133,28,0.03,0,0.0,0.041,0.0,0.0,0.0,"sugar, brown",392.84,0.1,99.9,0.0,0.03,0.0,21.13,0.181,21.3,5.42,28.3,0,0,False,False,2,Minimally processed,Other,Other,7030,6780,21.3,392.84,0.12,98.09,0.0,0.0,97.02,28,0,0.0,0.0,83,0.71,21.3,28.3,0.1,99.9,0.0
Sugar substitute and sugar blend,Sugar substitute and sugar blend,91106010,0,0,0,99.35,0,0.0,0.0,0,0,0.0,0.0,0,0.018,0.6,99.22,0.0,0.28,0.0,0.0,0.0,0.31,1,0.007,0.05,0,0,2,1,0.01,0,0.0,0.0,0.0,0.0,0.0,sugar substitute and sugar blend,400.19,0.0,99.3,0.7,0.0,0.0,0.25,0.012,18.5,4.62,27.4,0,0,False,False,2,Minimally processed,Other,Other,7054,6835,18.5,400.19,0.0,99.35,0.31,0.0,99.22,1,0,0.0,0.0,1,0.05,18.5,27.4,0.0,99.3,0.7
Sugar substitute,"Sugar substitute, sucralose, powder",91107000,0,0,0,91.17,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,80.33,0.0,8.83,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,"sugar substitute, sucralose, powder",364.68,0.0,100.0,0.0,0.0,0.0,0.0,0.0,20.7,5.68,28.3,0,0,False,False,2,Minimally processed,Other,Other,7036,6780,20.7,364.68,0.0,91.17,0.0,0.0,80.33,0,0,0.0,0.0,0,0.0,20.7,28.3,0.0,100.0,0.0
Sugar substitute,"Sugar substitute, stevia, powder",91108000,0,0,0,100.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,"sugar substitute, stevia, powder",400.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,30.1,7.52,32.0,0,0,False,False,2,Minimally processed,Other,Other,6124,6177,30.1,400.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,30.1,32.0,0.0,100.0,0.0
Sugar substitute,"Sugar substitute, stevia, liquid",91108010,0,0,0,11.99,0,0.0,0.7,0,0,0.0,0.8,0,0.0,0.5,0.01,0.0,87.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,210,0.0,0,0.0,0.0,0.0,0.0,0.0,"sugar substitute, stevia, liquid",51.16,6.3,93.7,0.0,1.56,1.37,0.0,0.0,29.7,58.05,32.5,0,0,False,False,2,Minimally processed,Other,Other,6268,5955,29.7,51.16,0.8,11.99,0.0,0.7,0.01,210,0,0.0,0.0,0,0.0,29.7,32.5,6.3,93.7,0.0
Sugar substitute,"Sugar substitute, saccharin, powder",91200040,0,0,0,89.11,0,0.0,0.0,0,0,0.0,0.94,0,0.0,0.0,85.19,0.0,8.75,0.0,0.0,0.0,0.0,0,0.0,0.04,0,0,4,428,0.01,0,0.0,0.0,0.0,0.0,0.0,"sugar substitute, saccharin, powder",360.2,1.0,99.0,0.0,0.26,0.0,0.0,0.011,18.5,5.14,23.9,0,0,False,False,2,Minimally processed,Other,Other,7054,6960,18.5,360.2,0.94,89.11,0.0,0.0,85.19,428,0,0.0,0.0,0,0.04,18.5,23.9,1.0,99.0,0.0
Sugar substitute,"Sugar substitute, saccharin, liquid",91200110,0,0,0,2.05,0,0.0,0.0,0,0,0.0,0.02,0,0.0,0.0,1.96,0.0,97.8,0.0,0.0,0.0,0.0,3,0.009,0.0,1,0,1,13,0.0,0,0.0,0.0,0.0,0.0,0.0,"sugar substitute, saccharin, liquid",8.28,1.0,99.0,0.0,0.24,0.0,36.23,0.0,29.9,,32.0,0,0,False,False,2,Minimally processed,Other,Other,6222,6177,29.9,8.28,0.02,2.05,0.0,0.0,1.96,13,0,0.0,0.0,3,0.0,29.9,32.0,1.0,99.0,0.0
Sugar substitute,"Sugar substitute, aspartame, powder",91201010,0,0,0,89.08,0,0.0,0.0,0,0,0.0,2.17,0,0.0,0.5,80.7,0.0,8.75,0.0,0.0,0.0,0.0,0,0.0,0.04,0,0,4,0,0.01,0,0.0,0.0,0.0,0.0,0.0,"sugar substitute, aspartame, powder",365.0,2.4,97.6,0.0,0.59,0.0,0.0,0.011,21.1,5.78,28.8,0,0,False,False,2,Minimally processed,Other,Other,7034,6739,21.1,365.0,2.17,89.08,0.0,0.0,80.7,0,0,0.0,0.0,0,0.04,21.1,28.8,2.4,97.6,0.0
Agave liquid sweetener,Agave liquid sweetener,91302020,0,94,0,76.37,0,13.3,0.2,0,0,0.689,0.09,0,0.165,1.7,68.03,0.122,22.94,0.0,0.0,0.0,0.45,1,0.009,0.09,1,1,4,4,0.01,8,0.0,0.234,17.0,0.98,22.5,agave liquid sweetener,309.89,0.1,98.6,1.3,0.03,0.06,0.32,0.029,24.6,7.94,30.2,0,0,False,False,1,Unprocessed,Other,Other,6953,6597,24.6,309.89,0.09,76.37,0.45,0.2,68.03,4,8,17.0,22.5,1,0.09,24.6,30.2,0.1,98.6,1.3
Molasses,Molasses,91303000,0,0,0,74.73,0,13.3,0.0,0,0,0.93,0.0,0,0.002,17.8,74.72,0.041,21.87,0.032,0.05,0.018,0.1,205,0.487,4.72,242,31,1464,37,0.29,0,0.0,0.67,0.0,0.0,0.0,molasses,299.82,0.0,99.7,0.3,0.0,0.0,68.37,1.574,46.0,15.34,38.1,0,0,False,False,1,Unprocessed,Other,Other,324,2536,46.0,299.82,0.0,74.73,0.1,0.0,74.72,37,0,0.0,0.0,205,4.72,46.0,38.1,0.0,99.7,0.3
Topping,"Topping, marshmallow",91304040,0,0,0,79.0,0,0.1,0.1,0,0,0.076,0.8,0,0.001,1.9,46.8,0.001,19.8,0.08,0.047,0.056,0.3,3,0.095,0.22,2,8,5,80,0.04,0,0.0,0.002,0.0,0.0,0.0,"topping, marshmallow",321.9,1.0,98.2,0.8,0.25,0.03,0.93,0.068,24.7,7.67,29.6,0,0,False,False,1,Unprocessed,Other,Other,6947,6660,24.7,321.9,0.8,79.0,0.3,0.1,46.8,80,0,0.0,0.0,3,0.22,24.7,29.6,1.0,98.2,0.8
Icing,"Icing, white",91305020,0,0,0,67.89,0,2.3,0.0,0,0,0.22,0.0,0,0.302,0.1,63.1,0.01,15.07,4.86,7.951,2.974,16.23,3,0.0,0.16,1,18,34,184,0.07,0,0.0,0.0,0.0,1.53,13.0,"icing, white",417.63,0.0,65.0,35.0,0.0,0.0,0.72,0.038,21.6,5.17,27.0,0,0,False,False,1,Unprocessed,Other,Other,7025,6858,21.6,417.63,0.0,67.89,16.23,0.0,63.1,184,0,0.0,13.0,3,0.16,21.6,27.0,0.0,65.0,35.0
Yokan,Yokan,91520100,0,0,0,30.47,0,14.1,2.0,0,0,0.215,2.86,0,0.035,0.9,24.59,0.046,65.63,0.067,0.08,0.057,0.24,15,0.084,0.59,14,49,120,119,0.29,0,0.0,0.035,0.3,0.01,1.9,yokan,135.48,8.4,90.0,1.6,2.11,1.48,11.07,0.435,30.3,22.36,36.5,0,0,False,False,1,Unprocessed,Other,Other,5999,3498,30.3,135.48,2.86,30.47,0.24,2.0,24.59,119,0,0.3,1.9,15,0.59,30.3,36.5,8.4,90.0,1.6
Haupia,Haupia,91560100,0,0,0,23.52,0,7.3,2.0,0,0,0.65,1.98,0,0.002,5.6,14.72,0.022,53.25,0.869,0.225,18.094,20.45,14,0.232,1.44,32,87,226,83,0.58,0,0.0,0.028,2.4,0.13,0.1,haupia,286.05,2.8,32.9,64.3,0.69,0.7,4.89,0.503,26.8,9.37,34.5,0,0,False,False,1,Unprocessed,Other,Other,6811,4871,26.8,286.05,1.98,23.52,20.45,2.0,14.72,83,0,2.4,0.1,14,1.44,26.8,34.5,2.8,32.9,64.3
Italian Ice,Italian Ice,91601000,0,0,0,32.6,0,4.0,0.0,0,0,0.007,0.4,0,0.0,0.1,32.6,0.001,66.9,0.0,0.0,0.0,0.0,2,0.013,0.16,1,1,3,22,0.02,0,0.0,0.001,1.0,0.0,0.0,italian ice,132.0,1.2,98.8,0.0,0.3,0.0,1.52,0.121,26.5,20.08,30.6,0,0,False,False,1,Unprocessed,Other,Other,6832,6524,26.5,132.0,0.4,32.6,0.0,0.0,32.6,22,0,1.0,0.0,2,0.16,26.5,30.6,1.2,98.8,0.0
Italian Ice,"Italian Ice, no sugar added",91601010,0,0,0,5.92,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1.52,0.0,94.03,0.0,0.0,0.0,0.0,0,0.0,0.67,1,0,11,10,0.47,0,0.0,0.0,10.4,0.0,0.0,"italian ice, no sugar added",23.68,0.0,100.0,0.0,0.0,0.0,0.0,2.829,31.2,,32.4,0,0,False,False,2,Minimally processed,Other,Other,5533,6004,31.2,23.68,0.0,5.92,0.0,0.0,1.52,10,0,10.4,0.0,0,0.67,31.2,32.4,0.0,100.0,0.0
Popsicle,Popsicle,91611000,0,0,0,19.23,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.2,13.66,0.0,80.49,0.051,0.016,0.013,0.24,0,0.0,0.54,1,0,15,7,0.15,0,0.0,0.0,0.7,0.0,0.0,popsicle,79.08,0.0,97.3,2.7,0.0,0.0,0.0,0.683,28.9,36.55,31.5,0,0,False,False,1,Unprocessed,Other,Other,6521,6323,28.9,79.08,0.0,19.23,0.24,0.0,13.66,7,0,0.7,0.0,0,0.54,28.9,31.5,0.0,97.3,2.7
Popsicle,"Popsicle, no sugar added",91611100,0,0,0,5.92,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1.52,0.0,94.03,0.0,0.0,0.0,0.0,0,0.0,0.67,1,0,11,10,0.47,0,0.0,0.0,10.4,0.0,0.0,"popsicle, no sugar added",23.68,0.0,100.0,0.0,0.0,0.0,0.0,2.829,31.2,,32.4,0,0,False,False,2,Minimally processed,Other,Other,5533,6004,31.2,23.68,0.0,5.92,0.0,0.0,1.52,10,0,10.4,0.0,0,0.67,31.2,32.4,0.0,100.0,0.0
Freezer pop,Freezer pop,91612000,0,0,0,19.23,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.2,13.66,0.0,80.49,0.051,0.016,0.013,0.24,0,0.0,0.54,1,0,15,7,0.15,0,0.0,0.0,0.7,0.0,0.0,freezer pop,79.08,0.0,97.3,2.7,0.0,0.0,0.0,0.683,28.9,36.55,31.5,0,0,False,False,1,Unprocessed,Other,Other,6521,6323,28.9,79.08,0.0,19.23,0.24,0.0,13.66,7,0,0.7,0.0,0,0.54,28.9,31.5,0.0,97.3,2.7
Snow cone,Snow cone,91621000,0,0,0,32.6,0,4.0,0.0,0,0,0.007,0.4,0,0.0,0.1,32.6,0.001,66.9,0.0,0.0,0.0,0.0,2,0.013,0.16,1,1,3,22,0.02,0,0.0,0.001,1.0,0.0,0.0,snow cone,132.0,1.2,98.8,0.0,0.3,0.0,1.52,0.121,26.5,20.08,30.6,0,0,False,False,1,Unprocessed,Other,Other,6832,6524,26.5,132.0,0.4,32.6,0.0,0.0,32.6,22,0,1.0,0.0,2,0.16,26.5,30.6,1.2,98.8,0.0
Snow cone,"Snow cone, no sugar added",91621050,0,0,0,5.92,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1.52,0.0,94.03,0.0,0.0,0.0,0.0,0,0.0,0.67,1,0,11,10,0.47,0,0.0,0.0,10.4,0.0,0.0,"snow cone, no sugar added",23.68,0.0,100.0,0.0,0.0,0.0,0.0,2.829,31.2,,32.4,0,0,False,False,2,Minimally processed,Other,Other,5533,6004,31.2,23.68,0.0,5.92,0.0,0.0,1.52,10,0,10.4,0.0,0,0.67,31.2,32.4,0.0,100.0,0.0
Almonds,"Almonds, sugar-coated",91701020,0,2,0,68.26,0,26.0,2.5,1,0,1.0,10.0,0,0.27,1.7,62.5,0.05,2.3,12.078,3.904,1.948,17.93,100,0.586,1.9,137,166,255,13,1.56,0,0.0,0.06,0.0,12.36,0.0,"almonds, sugar-coated",474.41,8.4,57.6,34.0,2.11,0.53,21.08,0.4,34.6,7.29,40.1,0,1,False,False,2,Minimally processed,Other,Other,2801,1686,34.6,474.41,10.0,68.26,17.93,2.5,62.5,13,0,0.0,0.0,100,1.9,34.6,40.1,8.4,57.6,34.0
Butterscotch morsels,Butterscotch morsels,91702010,0,0,0,67.1,0,10.9,0.0,0,0,0.049,2.2,0,0.075,1.3,67.1,0.015,0.75,2.271,1.041,24.1,29.05,34,0.003,0.08,5,31,64,89,0.11,0,0.1,0.016,0.1,0.68,6.5,butterscotch morsels,538.65,1.6,49.8,48.5,0.41,0.0,6.31,0.015,14.8,2.75,25.4,0,0,False,False,1,Unprocessed,Other,Other,7069,6923,14.8,538.65,2.2,67.1,29.05,0.0,67.1,89,0,0.1,6.5,34,0.08,14.8,25.4,1.6,49.8,48.5
Rolo,Rolo,91703070,0,0,0,67.95,12,20.1,0.9,0,0,0.04,5.08,33,0.12,0.0,63.93,0.02,4.6,2.104,0.265,14.542,20.93,145,0.0,0.42,0,71,188,188,0.0,33,0.33,0.0,0.9,1.1,3.2,rolo,480.49,4.2,56.6,39.2,1.06,0.19,30.18,0.087,21.5,4.47,29.5,0,0,False,False,1,Unprocessed,Other,Other,7027,6678,21.5,480.49,5.08,67.95,20.93,0.9,63.93,188,33,0.9,3.2,145,0.42,21.5,29.5,4.2,56.6,39.2
Whatchamacallit,Whatchamacallit,91703400,0,1,0,63.23,12,25.0,1.9,0,0,2.47,8.04,37,0.21,0.7,48.86,0.11,3.04,3.78,0.83,17.04,23.68,118,0.12,1.13,28,138,303,299,0.43,37,0.37,0.04,0.9,1.27,4.3,whatchamacallit,498.2,6.5,50.8,42.8,1.61,0.38,23.69,0.227,24.9,5.0,32.2,0,0,False,False,3,Processed,Other,Other,6939,6095,24.9,498.2,8.04,63.23,23.68,1.9,48.86,299,37,0.9,4.3,118,1.13,24.9,32.2,6.5,50.8,42.8
Nuts,"Nuts, carob-coated",91703500,0,3,0,37.56,0,35.6,7.2,0,0,4.441,15.81,0,0.407,5.4,19.32,0.261,3.5,14.236,7.119,17.029,40.47,242,0.635,2.72,128,277,676,58,3.36,0,0.14,0.186,0.2,9.28,3.8,"nuts, carob-coated",577.71,10.9,26.0,63.0,2.74,1.25,41.89,0.471,42.8,7.41,52.8,0,1,False,False,1,Unprocessed,Other,Other,438,243,42.8,577.71,15.81,37.56,40.47,7.2,19.32,58,0,0.2,3.8,242,2.72,42.8,52.8,10.9,26.0,63.0
Kit Kat,Kit Kat,91705030,0,0,0,64.59,11,31.0,1.0,23,0,0.5,6.51,24,0.21,5.0,48.68,0.117,1.63,5.844,0.895,17.953,25.99,125,0.22,1.0,37,135,231,54,0.09,24,0.56,0.02,0.0,0.34,5.2,kit kat,518.31,5.0,49.8,45.1,1.26,0.19,24.12,0.193,24.7,4.77,32.3,0,0,False,False,1,Unprocessed,Other,Other,6947,6044,24.7,518.31,6.51,64.59,25.99,1.0,48.68,54,24,0.0,5.2,125,1.0,24.7,32.3,5.0,49.8,45.1
Kit Kat White,Kit Kat White,91705430,0,0,0,64.59,11,31.0,1.0,23,0,0.5,6.51,24,0.21,5.0,48.68,0.117,1.63,5.844,0.895,17.953,25.99,125,0.22,1.0,37,135,231,54,0.09,24,0.56,0.02,0.0,0.34,5.2,kit kat white,518.31,5.0,49.8,45.1,1.26,0.19,24.12,0.193,24.7,4.77,32.3,0,0,False,False,1,Unprocessed,Other,Other,6947,6044,24.7,518.31,6.51,64.59,25.99,1.0,48.68,54,24,0.0,5.2,125,1.0,24.7,32.3,5.0,49.8,45.1
Fondant,Fondant,91707000,0,0,0,93.18,0,0.0,0.0,0,0,0.0,0.0,0,0.016,0.6,88.9,0.005,6.74,0.0,0.0,0.0,0.02,3,0.003,0.01,0,0,4,11,0.04,0,0.0,0.0,0.0,0.0,0.0,fondant,372.9,0.0,100.0,0.0,0.0,0.0,0.8,0.003,19.7,5.28,27.8,0,0,False,False,1,Unprocessed,Other,Other,7048,6816,19.7,372.9,0.0,93.18,0.02,0.0,88.9,11,0,0.0,0.0,3,0.01,19.7,27.8,0.0,100.0,0.0
Fun Fruits Creme Supremes,Fun Fruits Creme Supremes,91708040,0,13,0,69.33,13,23.3,0.1,16,0,0.5,3.68,6,0.182,2.9,55.26,0.071,4.68,6.203,0.838,12.291,21.04,136,0.102,0.53,15,121,289,176,0.53,8,0.35,0.149,45.9,0.81,12.6,fun fruits creme supremes,481.4,3.1,57.6,39.3,0.76,0.02,28.25,0.11,28.5,5.92,30.6,0,0,False,False,1,Unprocessed,Other,Other,6604,6524,28.5,481.4,3.68,69.33,21.04,0.1,55.26,176,8,45.9,12.6,136,0.53,28.5,30.6,3.1,57.6,39.3
Fudge,"Fudge, vanilla",91713070,0,10,0,82.15,15,5.3,0.0,0,0,0.038,1.05,45,0.074,1.7,79.77,0.014,10.85,1.399,0.227,3.382,5.45,38,0.004,0.02,3,30,49,47,0.15,46,0.08,0.009,0.0,0.14,0.5,"fudge, vanilla",381.85,1.1,86.1,12.8,0.27,0.0,9.95,0.005,20.5,5.37,28.0,0,0,False,False,1,Unprocessed,Other,Other,7040,6807,20.5,381.85,1.05,82.15,5.45,0.0,79.77,47,46,0.0,0.5,38,0.02,20.5,28.0,1.1,86.1,12.8
Fudge,"Fudge, vanilla, with nuts",91713080,0,11,0,74.61,13,10.0,0.9,1,0,0.179,3.0,40,0.085,2.2,71.0,0.051,7.99,2.454,6.614,3.828,13.69,47,0.219,0.41,24,73,103,42,0.56,41,0.07,0.077,0.1,0.22,0.8,"fudge, vanilla, with nuts",433.65,2.8,68.8,28.4,0.69,0.21,10.84,0.095,23.7,5.47,31.4,0,0,False,False,1,Unprocessed,Other,Other,6986,6365,23.7,433.65,3.0,74.61,13.69,0.9,71.0,42,41,0.1,0.8,47,0.41,23.7,31.4,2.8,68.8,28.4
Fudge,"Fudge, divinity",91713090,0,3,0,82.92,0,4.3,0.9,1,0,0.071,4.26,0,0.067,4.8,81.93,0.023,4.26,2.014,4.753,0.454,8.01,13,0.184,0.45,28,68,87,64,0.56,0,0.01,0.076,0.2,0.27,0.4,"fudge, divinity",420.81,4.0,78.8,17.1,1.01,0.21,3.09,0.107,23.4,5.56,31.3,0,0,False,False,1,Unprocessed,Other,Other,6995,6388,23.4,420.81,4.26,82.92,8.01,0.9,81.93,64,0,0.2,0.4,13,0.45,23.4,31.3,4.0,78.8,17.1
Fudge,"Fudge, brown sugar, penuche",91713100,0,20,1,77.74,1,10.0,1.1,2,0,0.245,2.1,19,0.067,2.2,75.85,0.085,8.46,5.623,3.064,1.11,10.24,106,0.177,0.84,24,63,193,319,0.66,21,0.08,0.063,0.1,0.38,2.7,"fudge, brown sugar, penuche",411.52,2.0,75.6,22.4,0.51,0.27,25.76,0.204,24.6,5.98,29.6,0,0,False,False,2,Minimally processed,Other,Other,6953,6660,24.6,411.52,2.1,77.74,10.24,1.1,75.85,319,21,0.1,2.7,106,0.84,24.6,29.6,2.0,75.6,22.4
SNICKERS Bar,SNICKERS Bar,91715100,0,6,0,61.51,13,38.5,2.3,16,0,3.6,7.53,45,0.13,7.8,50.47,0.06,5.55,7.875,3.014,9.069,23.85,93,0.27,0.72,72,190,323,239,2.5,46,0.16,0.09,0.5,1.5,1.9,snickers bar,490.81,6.1,50.1,43.7,1.53,0.47,18.95,0.147,29.3,5.97,35.3,0,0,False,False,1,Unprocessed,Other,Other,6403,4322,29.3,490.81,7.53,61.51,23.85,2.3,50.47,239,46,0.5,1.9,93,0.72,29.3,35.3,6.1,50.1,43.7
Baby Ruth,Baby Ruth,91715200,0,0,0,64.8,0,34.9,2.0,0,0,1.251,5.4,0,0.121,2.5,54.0,0.058,6.99,5.557,2.638,12.1,21.6,47,0.225,0.63,43,94,249,230,0.72,0,0.06,0.042,0.0,0.93,2.3,baby ruth,475.2,4.5,54.5,40.9,1.14,0.42,9.89,0.133,24.9,5.24,32.7,0,0,True,False,1,Unprocessed,Other,Other,6939,5902,24.9,475.2,5.4,64.8,21.6,2.0,54.0,230,0,0.0,2.3,47,0.63,24.9,32.7,4.5,54.5,40.9
100 GRAND Bar,100 GRAND Bar,91715300,0,3,0,70.97,12,24.6,1.0,2,0,0.198,2.5,37,0.119,2.5,51.9,0.058,6.1,6.039,1.388,11.9,19.33,76,0.185,0.34,25,86,163,203,0.99,38,0.29,0.016,0.7,0.42,6.2,100 grand bar,467.85,2.1,60.7,37.2,0.53,0.21,16.24,0.073,23.3,4.98,29.9,0,0,False,False,1,Unprocessed,Other,Other,6997,6624,23.3,467.85,2.5,70.97,19.33,1.0,51.9,203,38,0.7,6.2,76,0.34,23.3,29.9,2.1,60.7,37.2
Halvah,"Halvah, plain",91716010,0,16,0,57.36,0,10.0,4.5,0,0,2.262,7.98,0,0.045,13.7,53.08,0.273,1.47,10.754,14.093,5.603,32.04,24,0.55,2.51,135,260,145,19,2.63,1,0.0,0.156,0.0,3.48,2.0,"halvah, plain",549.72,5.8,41.7,52.5,1.45,0.82,4.37,0.457,33.5,6.09,43.2,0,0,False,False,1,Unprocessed,Other,Other,3703,927,33.5,549.72,7.98,57.36,32.04,4.5,53.08,19,1,0.0,2.0,24,2.51,33.5,43.2,5.8,41.7,52.5
Butterfinger,Butterfinger,91718100,0,0,0,72.9,0,15.0,2.0,0,0,2.649,5.4,0,0.062,2.9,45.9,0.121,1.23,5.119,3.164,9.5,18.9,36,0.193,0.79,48,97,220,230,1.0,0,0.04,0.069,0.0,1.72,2.2,butterfinger,483.3,4.5,60.3,35.2,1.12,0.41,7.45,0.163,26.7,5.52,33.4,0,0,False,False,1,Unprocessed,Other,Other,6817,5614,26.7,483.3,5.4,72.9,18.9,2.0,45.9,230,0,0.0,2.2,36,0.79,26.7,33.4,4.5,60.3,35.2
Ladoo,"Ladoo, round ball, Asian-Indian dessert",91718300,0,50,0,46.74,53,37.2,4.0,0,0,0.364,6.92,165,0.065,0.4,29.68,0.103,22.85,5.614,1.642,12.813,21.98,26,0.174,1.29,24,84,196,169,0.84,169,0.04,0.123,0.9,0.84,4.7,"ladoo, round ball, asian-indian dessert",412.46,6.7,45.3,48.0,1.68,0.97,6.3,0.313,28.2,6.84,38.9,0,0,False,False,1,Unprocessed,Other,Other,6651,2156,28.2,412.46,6.92,46.74,21.98,4.0,29.68,169,169,0.9,4.7,26,1.29,28.2,38.9,6.7,45.3,48.0
Marshmallow,Marshmallow,91723000,0,0,0,81.3,0,0.1,0.1,0,0,0.078,1.8,0,0.001,1.7,57.56,0.001,16.4,0.08,0.047,0.056,0.2,3,0.097,0.23,2,8,5,80,0.04,0,0.0,0.003,0.0,0.0,0.0,marshmallow,334.2,2.2,97.3,0.5,0.54,0.03,0.9,0.069,23.6,7.06,29.3,0,0,False,False,1,Unprocessed,Other,Other,6990,6697,23.6,334.2,1.8,81.3,0.2,0.1,57.56,80,0,0.0,0.0,3,0.23,23.6,29.3,2.2,97.3,0.5
MILKY WAY Bar,MILKY WAY Bar,91726130,0,4,0,71.17,9,16.5,1.0,1,0,0.154,4.01,31,0.103,2.0,59.69,0.046,6.3,2.23,0.26,12.016,17.23,115,0.147,0.49,20,67,124,167,0.69,31,0.18,0.014,0.7,0.89,3.6,milky way bar,455.79,3.5,62.5,34.0,0.88,0.22,25.23,0.108,22.8,5.0,30.3,0,0,False,False,1,Unprocessed,Other,Other,7004,6577,22.8,455.79,4.01,71.17,17.23,1.0,59.69,167,31,0.7,3.6,115,0.49,22.8,30.3,3.5,62.5,34.0
MILKY WAY MIDNIGHT Bar,MILKY WAY MIDNIGHT Bar,91726140,0,10,0,71.22,10,16.8,2.9,6,0,0.218,3.2,42,0.063,2.5,57.81,0.037,7.2,4.639,0.514,11.474,17.5,53,0.344,1.2,58,75,196,168,0.89,42,0.04,0.02,0.2,0.39,3.5,milky way midnight bar,455.18,2.8,62.6,34.6,0.7,0.64,11.64,0.264,25.7,5.65,35.1,0,0,False,False,1,Unprocessed,Other,Other,6894,4450,25.7,455.18,3.2,71.22,17.5,2.9,57.81,168,42,0.2,3.5,53,1.2,25.7,35.1,2.8,62.6,34.6
3 MUSKETEERS Bar,3 MUSKETEERS Bar,91726420,0,0,0,77.77,5,12.2,1.5,1,0,0.23,2.6,20,0.056,1.9,66.89,0.034,5.8,2.373,0.316,8.646,12.75,54,0.155,0.67,29,69,133,194,0.55,20,0.16,0.015,0.2,0.98,2.9,3 musketeers bar,436.23,2.4,71.3,26.3,0.6,0.34,12.38,0.154,22.8,5.23,30.8,0,0,False,False,1,Unprocessed,Other,Other,7004,6491,22.8,436.23,2.6,77.77,12.75,1.5,66.89,194,20,0.2,2.9,54,0.67,22.8,30.8,2.4,71.3,26.3
Peanuts,"Peanuts, sugar-coated",91731100,0,0,0,47.4,0,29.4,4.1,0,0,7.922,15.5,0,0.14,4.7,42.22,0.1,1.6,16.721,10.65,4.678,33.7,78,0.774,0.97,110,308,407,156,3.94,0,0.0,0.153,0.0,4.1,0.0,"peanuts, sugar-coated",554.9,11.2,34.2,54.7,2.79,0.74,14.06,0.175,36.6,6.6,43.3,0,1,False,False,2,Minimally processed,Other,Other,1487,912,36.6,554.9,15.5,47.4,33.7,4.1,42.22,156,0,0.0,0.0,78,0.97,36.6,43.3,11.2,34.2,54.7
Reese's Pieces,Reese's Pieces,91734200,0,0,0,59.86,0,28.7,3.0,0,0,6.06,12.46,0,0.22,0.8,53.25,0.18,1.0,4.46,1.88,16.42,24.77,69,0.41,0.49,88,207,359,194,1.15,0,0.11,0.11,0.0,0.99,5.9,reese's pieces,512.21,9.7,46.7,43.5,2.43,0.59,13.47,0.096,28.3,5.53,37.3,0,0,False,False,1,Unprocessed,Other,Other,6633,2974,28.3,512.21,12.46,59.86,24.77,3.0,53.25,194,0,0.0,5.9,69,0.49,28.3,37.3,9.7,46.7,43.5
Reese's Sticks,Reese's Sticks,91734300,0,4,0,55.38,6,28.2,3.3,45,0,3.64,9.53,14,0.1,0.7,40.33,0.13,1.6,10.82,4.68,13.21,31.34,70,0.2,1.3,49,144,295,264,0.99,14,0.15,0.08,0.6,2.77,5.9,reese's sticks,541.7,7.0,40.9,52.1,1.76,0.61,12.92,0.24,28.8,5.32,37.0,0,0,False,False,1,Unprocessed,Other,Other,6557,3160,28.8,541.7,9.53,55.38,31.34,3.3,40.33,264,14,0.6,5.9,70,1.3,28.8,37.0,7.0,40.9,52.1
